episode_id,seat,turn,replay_index,day,money,hands,hires_today,unlocked_quadrants,animals,pastures,plants,wheat_reserve,wheat_shed,fertilizer_shed,milk_shed,wool_shed,wheat_price,strawberry_price,melon_price
93458883,0,0,1,0,10.0,4,4,1,{},0,0,5,5,0,0,0,28,128,256
93458883,0,24,25,1,9.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93458883,0,96,97,4,665.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,6,6,0,0,0,32,139,266
93458883,0,192,193,8,661.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,32,11,11,0,0,0,35,145,270
93458883,0,288,289,12,6957.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,62,13,13,24,0,0,40,151,171
93458883,0,384,385,16,21063.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,62,13,13,24,0,0,43,151,178
93458883,0,480,481,20,40604.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,62,13,13,25,0,0,47,5,84
93458883,0,576,577,24,49333.0,7,7,3,"{""COW"":9,""SHEEP"":4}",13,62,14,14,20,0,0,49,9,10
93458883,0,719,719,29,82742.0,10,10,3,"{""COW"":9,""SHEEP"":4}",13,1,0,0,0,0,0,47,51,25
93458883,1,0,1,0,19.0,5,5,1,{},1,0,5,5,0,0,0,28,128,256
93458883,1,24,25,1,19.0,0,0,1,"{""COW"":2,""SHEEP"":2}",4,19,3,0,0,0,0,28,132,260
93458883,1,96,97,4,136.0,5,5,1,"{""COW"":3,""SHEEP"":2}",5,19,6,6,0,0,0,32,139,266
93458883,1,192,193,8,238.0,5,5,2,"{""COW"":6,""SHEEP"":3}",10,30,10,9,0,0,0,35,145,270
93458883,1,288,289,12,15631.0,5,5,3,"{""COW"":10,""SHEEP"":4}",14,51,14,8,18,0,0,40,151,171
93458883,1,384,385,16,29743.0,5,5,3,"{""COW"":10,""SHEEP"":4}",14,55,30,24,0,0,8,43,151,178
93458883,1,480,481,20,54978.0,5,5,3,"{""COW"":10,""SHEEP"":4}",14,58,24,18,11,0,4,47,5,84
93458883,1,576,577,24,70873.0,5,5,3,"{""COW"":10,""SHEEP"":4}",14,52,19,13,4,0,4,49,9,10
93458883,1,719,719,29,97381.0,8,8,3,"{""COW"":10,""SHEEP"":4}",14,1,0,0,1,0,0,47,51,25
93568879,0,0,1,0,3.0,4,4,1,{},0,0,14,14,0,0,0,30,128,256
93568879,0,24,25,1,8.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93568879,0,96,97,4,502.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,139,266
93568879,0,192,193,8,567.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,32,12,12,0,0,0,33,145,270
93568879,0,288,289,12,6105.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,60,16,16,12,6,0,35,168,228
93568879,0,384,385,16,14729.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,60,38,38,15,3,16,39,197,232
93568879,0,480,481,20,33466.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,60,44,44,15,8,4,41,22,235
93568879,0,576,577,24,42473.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,41,9,10
93568879,0,719,719,29,53990.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,0,7,7,0,0,0,21,24,25
93568879,1,0,1,0,3.0,4,4,1,{},0,0,14,14,0,0,0,30,128,256
93568879,1,24,25,1,8.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93568879,1,96,97,4,502.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,139,266
93568879,1,192,193,8,567.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,33,145,270
93568879,1,288,289,12,6105.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,35,168,228
93568879,1,384,385,16,14729.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,39,197,232
93568879,1,480,481,20,33744.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,41,22,235
93568879,1,576,577,24,42711.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,41,9,10
93568879,1,719,719,29,54230.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,0,7,7,0,0,0,21,24,25
93570324,0,0,1,0,498.0,4,4,1,{},0,0,5,5,0,0,0,29,128,256
93570324,0,24,25,1,58.0,0,0,1,"{""COW"":1,""SHEEP"":3}",4,9,6,5,0,0,0,29,132,260
93570324,0,96,97,4,215.0,0,0,1,"{""COW"":1,""SHEEP"":3}",4,2,23,22,0,0,0,33,139,266
93570324,0,192,193,8,364.0,6,6,2,"{""COW"":3,""SHEEP"":3}",6,10,27,26,0,0,1,35,145,270
93570324,0,288,289,12,478.0,0,0,2,"{""COW"":6,""SHEEP"":3}",9,17,39,38,0,0,12,39,168,247
93570324,0,384,385,16,1210.0,8,8,3,"{""COW"":8,""SHEEP"":3}",11,8,45,44,0,0,36,43,185,248
93570324,0,480,481,20,10257.0,8,8,3,"{""COW"":8,""SHEEP"":3}",11,14,45,44,0,0,33,47,105,239
93570324,0,576,577,24,13061.0,8,8,3,"{""COW"":8,""SHEEP"":3}",11,8,45,44,0,0,33,49,7,136
93570324,0,719,719,29,17686.0,10,10,3,"{""COW"":8,""SHEEP"":3}",11,9,0,0,0,0,0,46,28,146
93570324,1,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93570324,1,24,25,1,2.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,29,132,260
93570324,1,96,97,4,482.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,139,266
93570324,1,192,193,8,757.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,35,145,270
93570324,1,288,289,12,7578.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,39,168,247
93570324,1,384,385,16,18103.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,43,185,248
93570324,1,480,481,20,41741.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,47,105,239
93570324,1,576,577,24,63386.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,49,7,136
93570324,1,719,719,29,85967.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,46,28,146
93571219,0,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,30,128,256
93571219,0,24,25,1,1.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,29,132,260
93571219,0,96,97,4,501.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,32,149,266
93571219,0,192,193,8,663.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,32,12,12,0,0,0,36,173,270
93571219,0,288,289,12,6859.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,60,16,16,12,6,0,40,189,200
93571219,0,384,385,16,19161.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,60,38,38,16,3,16,44,205,205
93571219,0,480,481,20,53384.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,60,44,44,16,8,4,48,194,127
93571219,0,576,577,24,82540.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,51,166,4
93571219,0,719,719,29,136776.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,51,114,4
93571219,1,0,1,0,513.0,7,7,1,{},1,0,8,8,0,0,0,30,128,256
93571219,1,24,25,1,444.0,8,8,1,"{""SHEEP"":3}",3,9,5,5,0,0,0,29,132,260
93571219,1,96,97,4,553.0,8,8,1,"{""SHEEP"":3}",3,9,3,0,0,0,0,32,149,266
93571219,1,192,193,8,746.0,6,6,2,"{""COW"":4,""SHEEP"":3}",15,19,8,2,0,0,0,36,173,270
93571219,1,288,289,12,6612.0,6,6,3,"{""COW"":12,""SHEEP"":3}",15,19,20,14,0,0,1,40,189,200
93571219,1,384,385,16,14534.0,6,6,3,"{""COW"":12,""SHEEP"":3}",15,46,20,14,0,0,5,44,205,205
93571219,1,480,481,20,33816.0,5,5,3,"{""COW"":12,""SHEEP"":3}",15,33,20,14,0,15,0,48,194,127
93571219,1,576,577,24,49946.0,2,2,3,"{""COW"":10,""SHEEP"":3}",15,24,19,13,10,0,0,51,166,4
93571219,1,719,719,29,80800.0,12,12,3,"{""COW"":12,""SHEEP"":3}",15,11,5,0,0,0,0,51,114,4
93572099,0,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93572099,0,24,25,1,6.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93572099,0,96,97,4,518.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,12,12,0,0,0,31,139,266
93572099,0,192,193,8,984.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,13,13,0,0,0,34,145,270
93572099,0,288,289,12,6198.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,39,150,51
93572099,0,384,385,16,18594.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,46,161,51
93572099,0,480,481,20,39463.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,51,36,51
93572099,0,576,577,24,42454.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,56,7,13
93572099,0,719,719,29,60553.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,0,7,7,0,0,0,56,30,28
93572099,1,0,1,0,177.0,7,7,2,{},1,0,0,0,0,0,0,29,128,256
93572099,1,24,25,1,103.0,7,7,2,{},4,26,0,0,0,0,0,28,132,260
93572099,1,96,97,4,115.0,2,2,2,{},4,25,0,0,0,0,0,31,139,266
93572099,1,192,193,8,50.0,2,2,2,{},4,25,4,4,0,0,0,34,145,270
93572099,1,288,289,12,1382.0,7,7,4,"{""COW"":8,""GOOSE"":3,""SHEEP"":6}",21,3,37,19,2,0,0,39,150,51
93572099,1,384,385,16,618.0,7,7,4,"{""COW"":12,""GOOSE"":10,""SHEEP"":9}",25,6,46,46,13,0,0,46,161,51
93572099,1,480,481,20,10593.0,7,7,4,"{""COW"":17,""GOOSE"":10,""SHEEP"":9}",30,5,46,9,12,0,12,51,36,51
93572099,1,576,577,24,12540.0,7,7,4,"{""COW"":17,""GOOSE"":10,""SHEEP"":9}",30,17,46,9,11,12,32,56,7,13
93572099,1,719,719,29,16814.0,8,8,4,"{""COW"":17,""GOOSE"":10,""SHEEP"":9}",30,0,0,0,6,3,0,56,30,28
93572980,0,0,1,0,1318.0,2,2,1,{},0,0,0,0,0,0,0,29,128,256
93572980,0,24,25,1,434.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,6,9,7,0,0,0,29,132,260
93572980,0,96,97,4,713.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,12,8,6,0,0,0,33,139,266
93572980,0,192,193,8,1354.0,2,2,1,"{""COW"":5,""SHEEP"":1}",6,17,10,8,0,0,0,36,145,270
93572980,0,288,289,12,7625.0,3,3,3,"{""COW"":7,""SHEEP"":7}",15,31,20,18,10,0,0,41,168,215
93572980,0,384,385,16,21255.0,3,3,3,"{""COW"":8,""SHEEP"":7}",15,53,19,17,10,0,0,45,190,197
93572980,0,480,481,20,36070.0,3,3,3,"{""COW"":8,""SHEEP"":7}",15,49,19,17,10,0,0,49,91,202
93572980,0,576,577,24,48272.0,3,3,3,"{""COW"":8,""SHEEP"":7}",15,36,19,17,10,0,0,52,7,10
93572980,0,719,719,29,61604.0,10,10,3,"{""COW"":8,""SHEEP"":7}",15,10,0,0,0,0,0,51,5,25
93572980,1,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93572980,1,24,25,1,2.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,29,132,260
93572980,1,96,97,4,484.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,139,266
93572980,1,192,193,8,734.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,36,145,270
93572980,1,288,289,12,7723.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,41,168,215
93572980,1,384,385,16,18032.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,45,190,197
93572980,1,480,481,20,45654.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,49,91,202
93572980,1,576,577,24,66840.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,52,7,10
93572980,1,719,719,29,100007.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,51,5,25
93573868,0,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93573868,0,24,25,1,2.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,30,132,260
93573868,0,96,97,4,507.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,10,10,0,0,0,33,149,266
93573868,0,192,193,8,732.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,34,173,270
93573868,0,288,289,12,7590.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,40,198,215
93573868,0,384,385,16,16022.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,43,219,197
93573868,0,480,481,20,40289.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,46,184,195
93573868,0,576,577,24,60278.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,49,9,4
93573868,0,719,719,29,75385.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,46,12,4
93573868,1,0,1,0,2058.0,2,2,1,{},0,0,0,0,0,0,0,29,128,256
93573868,1,24,25,1,5.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,17,17,15,0,0,0,30,132,260
93573868,1,96,97,4,1017.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,19,7,5,0,0,0,33,149,266
93573868,1,192,193,8,1007.0,3,3,2,"{""COW"":5,""SHEEP"":2}",7,27,6,4,0,0,0,34,173,270
93573868,1,288,289,12,6302.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,39,78,76,0,9,0,40,198,215
93573868,1,384,385,16,17896.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,53,64,62,0,9,0,43,219,197
93573868,1,480,481,20,32491.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,52,42,40,7,0,0,46,184,195
93573868,1,576,577,24,41938.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,41,28,26,0,12,17,49,9,4
93573868,1,719,719,29,45082.0,12,12,3,"{""COW"":8,""SHEEP"":5}",14,7,0,0,0,0,0,46,12,4
93574752,0,0,1,0,2058.0,2,2,1,{},0,0,0,0,0,0,0,29,128,256
93574752,0,24,25,1,5.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,17,17,15,0,0,0,30,132,260
93574752,0,96,97,4,1017.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,19,7,5,0,0,0,33,149,266
93574752,0,192,193,8,1008.0,3,3,2,"{""COW"":5,""SHEEP"":2}",7,27,6,4,0,0,0,35,181,270
93574752,0,288,289,12,8158.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,39,78,76,0,0,0,41,214,215
93574752,0,384,385,16,19867.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,53,64,62,0,0,0,45,246,197
93574752,0,480,481,20,39102.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,52,42,40,8,15,0,48,236,197
93574752,0,576,577,24,72802.0,3,3,3,"{""COW"":8,""SHEEP"":6}",14,41,25,23,0,12,17,51,208,10
93574752,0,719,719,29,117720.0,12,12,3,"{""COW"":7,""SHEEP"":5}",14,7,0,0,0,0,0,50,193,1
93574752,1,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93574752,1,24,25,1,2.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,30,132,260
93574752,1,96,97,4,507.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,10,10,0,0,0,33,149,266
93574752,1,192,193,8,728.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,35,181,270
93574752,1,288,289,12,7574.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,41,214,215
93574752,1,384,385,16,16538.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,45,246,197
93574752,1,480,481,20,50390.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,48,236,197
93574752,1,576,577,24,88959.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,51,208,10
93574752,1,719,719,29,140790.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,50,193,1
93575644,0,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,31,128,256
93575644,0,24,25,1,13.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,30,132,260
93575644,0,96,97,4,487.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,139,266
93575644,0,192,193,8,1491.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,32,145,270
93575644,0,288,289,12,9363.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,36,151,215
93575644,0,384,385,16,17802.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,37,172,205
93575644,0,480,481,20,33456.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,39,5,202
93575644,0,576,577,24,44050.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,42,3,28
93575644,0,719,719,29,67090.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,27,3,4
93575644,1,0,1,0,133.0,2,2,1,{},1,0,17,17,0,0,0,31,128,256
93575644,1,24,25,1,1.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,17,17,13,0,0,0,30,132,260
93575644,1,96,97,4,697.0,2,2,1,"{""COW"":3,""SHEEP"":1}",4,18,17,13,0,0,0,33,139,266
93575644,1,192,193,8,545.0,6,6,2,"{""COW"":5,""SHEEP"":2}",7,27,17,17,0,0,0,32,145,270
93575644,1,288,289,12,9431.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,38,56,42,10,0,0,36,151,215
93575644,1,384,385,16,24707.0,9,9,3,"{""COW"":8,""SHEEP"":6}",14,56,47,33,9,3,0,37,172,205
93575644,1,480,481,20,35036.0,9,9,3,"{""COW"":8,""SHEEP"":6}",14,56,43,43,12,6,0,39,5,202
93575644,1,576,577,24,42239.0,9,9,3,"{""COW"":8,""SHEEP"":6}",14,43,38,38,6,5,8,42,3,28
93575644,1,719,719,29,57612.0,10,10,3,"{""COW"":8,""SHEEP"":6}",14,11,0,0,0,0,0,27,3,4
93576533,0,0,1,0,22.0,5,5,1,{},0,0,4,4,0,0,0,29,128,256
93576533,0,24,25,1,21.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93576533,0,96,97,4,483.0,3,3,1,"{""COW"":1,""SHEEP"":3}",5,14,8,8,0,0,0,33,149,266
93576533,0,192,193,8,144.0,6,6,2,"{""COW"":5,""SHEEP"":3}",10,32,18,18,0,0,0,36,173,270
93576533,0,288,289,12,7285.0,8,8,3,"{""COW"":6,""SHEEP"":3}",12,53,27,27,15,0,0,38,190,228
93576533,0,384,385,16,24992.0,5,5,3,"{""COW"":6,""SHEEP"":3}",12,53,39,39,4,0,0,41,208,232
93576533,0,480,481,20,46025.0,7,7,3,"{""COW"":6,""SHEEP"":3}",12,53,51,51,9,0,0,44,186,218
93576533,0,576,577,24,71046.0,7,7,3,"{""COW"":7,""SHEEP"":3}",13,51,50,50,11,0,0,47,156,7
93576533,0,719,719,29,106372.0,10,10,3,"{""COW"":7,""SHEEP"":3}",14,6,0,0,0,0,0,37,207,7
93576533,1,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93576533,1,24,25,1,0.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93576533,1,96,97,4,500.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,149,266
93576533,1,192,193,8,600.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,36,173,270
93576533,1,288,289,12,7445.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,38,190,228
93576533,1,384,385,16,20238.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,41,208,232
93576533,1,480,481,20,56224.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,44,186,218
93576533,1,576,577,24,90106.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,47,156,7
93576533,1,719,719,29,147957.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,37,207,7
93577431,0,0,1,0,13.0,5,5,1,{},0,0,5,5,0,0,0,29,128,256
93577431,0,24,25,1,14.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
93577431,0,96,97,4,779.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,149,266
93577431,0,192,193,8,127.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,35,173,270
93577431,0,288,289,12,11263.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,8,6,0,38,189,171
93577431,0,384,385,16,18825.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,19,1,0,42,202,178
93577431,0,480,481,20,32134.0,7,7,3,"{""COW"":8,""SHEEP"":6}",14,61,14,14,24,1,0,45,28,184
93577431,0,576,577,24,37201.0,6,6,3,"{""COW"":8,""SHEEP"":6}",14,57,14,14,2,3,0,48,5,10
93577431,0,719,719,29,55100.0,11,11,3,"{""COW"":8,""SHEEP"":6}",14,4,0,0,0,0,0,41,16,25
93577431,1,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93577431,1,24,25,1,0.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93577431,1,96,97,4,501.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,32,149,266
93577431,1,192,193,8,765.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,35,173,270
93577431,1,288,289,12,7026.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,38,189,171
93577431,1,384,385,16,16684.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,42,202,178
93577431,1,480,481,20,38873.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,45,28,184
93577431,1,576,577,24,46581.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,48,5,10
93577431,1,719,719,29,70337.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,41,16,25
93578320,0,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93578320,0,24,25,1,0.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,29,132,260
93578320,0,96,97,4,491.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,33,149,266
93578320,0,192,193,8,886.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,35,173,270
93578320,0,288,289,12,8673.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,39,189,228
93578320,0,384,385,16,19180.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,44,201,167
93578320,0,480,481,20,45170.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,46,66,174
93578320,0,576,577,24,57449.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,48,7,13
93578320,0,719,719,29,86192.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,38,30,28
93578320,1,0,1,0,743.0,4,4,1,{},1,0,0,0,0,0,0,29,128,256
93578320,1,24,25,1,77.0,4,4,1,"{""COW"":3,""SHEEP"":2}",5,10,5,0,0,0,0,29,132,260
93578320,1,96,97,4,481.0,0,0,1,"{""COW"":3,""SHEEP"":2}",5,18,3,0,0,0,0,33,149,266
93578320,1,192,193,8,609.0,0,0,2,"{""COW"":3,""SHEEP"":5}",8,27,3,0,0,0,0,35,173,270
93578320,1,288,289,12,3311.0,10,10,3,"{""COW"":3,""SHEEP"":12}",19,34,20,20,20,0,1,39,189,228
93578320,1,384,385,16,24183.0,10,10,3,"{""COW"":3,""SHEEP"":16}",20,46,26,26,18,0,5,44,201,167
93578320,1,480,481,20,50165.0,10,10,3,"{""COW"":3,""SHEEP"":16}",20,47,19,19,23,0,2,46,66,174
93578320,1,576,577,24,68843.0,10,10,3,"{""COW"":3,""SHEEP"":17}",20,46,30,24,23,0,19,48,7,13
93578320,1,719,719,29,114770.0,12,12,3,"{""COW"":3,""SHEEP"":17}",20,0,6,0,0,0,0,38,30,28
93579220,0,0,1,0,2.0,5,5,1,{},0,0,14,14,0,0,0,29,128,256
93579220,0,24,25,1,0.0,1,1,1,"{""COW"":1,""SHEEP"":4}",5,10,0,0,0,0,0,28,132,260
93579220,0,96,97,4,501.0,3,3,1,"{""COW"":1,""SHEEP"":4}",5,14,11,11,0,0,0,32,149,266
93579220,0,192,193,8,1069.0,6,6,2,"{""COW"":6,""SHEEP"":4}",10,33,12,12,0,0,0,34,173,270
93579220,0,288,289,12,8823.0,8,8,3,"{""COW"":8,""SHEEP"":4}",12,61,16,16,12,6,0,37,199,171
93579220,0,384,385,16,22747.0,6,6,3,"{""COW"":8,""SHEEP"":4}",12,61,38,38,15,3,16,40,230,178
93579220,0,480,481,20,63531.0,7,7,3,"{""COW"":8,""SHEEP"":4}",12,61,44,44,15,8,4,43,209,184
93579220,0,576,577,24,100704.0,7,7,3,"{""COW"":8,""SHEEP"":4}",13,62,36,36,11,6,12,46,180,10
93579220,0,719,719,29,157339.0,10,10,3,"{""COW"":8,""SHEEP"":4}",13,1,7,7,0,0,0,39,142,25
93579220,1,0,1,0,13.0,5,5,1,{},0,0,5,5,0,0,0,29,128,256
93579220,1,24,25,1,14.0,0,0,1,"{""COW"":2,""SHEEP"":2}",6,19,1,1,0,0,0,28,132,260
93579220,1,96,97,4,779.0,4,4,1,"{""COW"":2,""SHEEP"":2}",6,19,5,5,0,0,0,32,149,266
93579220,1,192,193,8,293.0,5,5,2,"{""COW"":4,""SHEEP"":2}",12,38,9,9,0,0,0,34,173,270
